text,label,title
john lewiss christmas advert shows a lonely old man who lives on the moon department store john lewiss christmas ad which for many people shows that the christmas shopping season has begun aims to raise hundreds of thousands of pounds for the charity age uk john lewis will also encourage staff and customers to care for elderly people who might be alone over the holiday the department store has spent million on a campaign that includes the tv ad a smartphone game and merchandise including glowinthe dark pyjamas it has also built areas that look like the surface of the moon in of its stores after two years of successful ads with cute animals a bear and hare then a penguin this time the story is about a young girl lily who sees an old man living in a small wooden house on the moon through her telescope the girl tries to send him a letter and a note via bow and arrow then she floats him a present of a telescope tied to balloons this helps them to make contact the ads message is show someone theyre loved this christmas this is similar to age uks campaign no one should have no one at christmas profits from three products a mug gift tag and card will go to the charity rachel swift head of marketing at john lewis said that people talk about charities at christmas and the ad makes you think about someone who lives on your street that might not see anybody the campaign features the oasis track half the world away sung by norwegian singer aurora the ad cost million to make the moon scenes were shot at the warner bros studios where the harry potter films were made and the specially built set was created by one of the team behind the latest star wars film the force awakens as in the last few years john lewis showed a short film on tv and social media using the hashtag onthemoon before it showed the full advert there will be a full moon on christmas day a complete coincidence says swift in the department store also spent million on a campaign with a penguin and a young boy playing together it had million views on youtube by the first week of january more than the m views of sainsburys ad with first world war soldiers sharing a bar of chocolate the uks second most popular ad of swift said that john lewis wants to just get something right for the company at this time of year and do something we hope customers really love sarah vizard from marketing week said there are a lot more companies doing christmas ads this year but i think a lot of those companies just show what you can buy in store john lewis does the emotional piece the best i think people will think the ad is really cuten,ele,WNL John Lewis
a lonely old man living on the moon is the unusual focus of john lewiss christmas advertn there is increasing hype around john lewiss seasonal ad which has come to mark the beginning of the christmas shopping season for many the department store will aim to raise hundreds of thousands of pounds for age uk it will also encourage staff and customers to join up with their local branch of the charity to care for elderly people who might be alone over the holidayn the department store has spent m on a campaign that ranges from the tv ad to a smartphone game and merchandise including glowinthedark pyjamas as well as making areas that look like the surface of the moon in of their storesn after two years of successful ads with cuddly animals a bear and hare then a penguin this time the store is tugging at the heartstrings with a story of a young girl lily who spots an old man living in a shack on the moon through her telescope the determined child tries sending him a letter and firing a note via bow and arrow before floating him a present of a telescope tied to balloons which finally allows them to make contactn the ads message is show someone theyre loved this christmas which echoes age uks own campaign no one should have no one at christmas profits from three products a mug gift tag and card will go to the charityn rachel swift head of marketing at john lewis said that people talk about the charity at this time of year and the ad makes you think about someone who lives on your street that might not see anybodyn the campaign features the oasis track half the world away reinterpreted by norwegian artist auroran the ad cost m to make the moon scenes were shot at the warner bros studios where the harry potter films were made and the specially built set was created by one of the team behind the latest star wars film the force awakensn as in the last few years john lewis has drummed up interest in their most recent ad with a teaser campaign on tv and social media using the hashtag onthemoon a full moon will fall on christmas day a complete coincidence according to swiftn in the retailer also spent m on a campaign with a realistic animated penguin and a young boy playing together to the tune of john lennons real love sung by british singersongwriter tom odell it had drummed up m views on youtube by the first week of january more than the m views of sainsburys ad with first world war soldiers sharing a bar of chocolate the uks second most popular ad of swift said that despite the hype john lewis had kept the same strategy for the last five years its all about thoughtful gifting and going the extra mile for someone you love at christmas she said we dont go into it thinking this is going to be huge just getting something right for the brand at this time of year and something we hope customers really loven sarah vizard news editor of trade journal marketing week said john lewis appeared to have simplified efforts this time with a lowerkey presence in stores despite a growing number of competitors there are definitely a lot more brands doing christmas ads this year but i think a lot of those brands who tried to compete with john lewis by doing something emotional and creative have gone back to what you can buy in store she said john lewis still does the emotional piece the best this campaign is another great way of communicating that in a way that customers can relate to i think people will think it is really cuten n n,in,WNL John Lewis
the last time she took to the stage the prototype of the mobile phone was undergoing its first trials thirtyfive years later as she performs once again singer kate bush is faced with a different world while most concerts are now aglow with phones and tablets bush is taking a stand against fans watching her shows through the digital veil of a screen prior to her highly anticipated series of concerts at the hammersmith apollo in london bush released a statement appealing to her fans to put down their mobile phones at her gigs bush wrote on her website i have a request for all of you who are coming to the shows we have purposefully chosen an intimate theatre setting rather than a large venue or stadium it would mean a great deal to me if you would please refrain from taking photos or filming during the shows i very much want to have contact with you as an audience not with iphones ipads or cameras i know its a lot to ask but it would allow us to all share in the experience together with her love of theatrics and opulent costumes bushs keenness to stop fans uploading grainy footage to youtube could also be an attempt to keep the show a surprise for the thousands of fans who have purchased tickets for the dates she is playing bush is not the first to speak out against the detrimental effect of the presence of phones at concerts with numerous artists berating their fans for experiencing live music through the filter of a screen the who front man roger daltrey recently said it was weird that people did not have their mind on the show when they had gone to a performance and were concentrating on staring at the screen rather than the artist on stage he said i feel sorry for them i really feel sorry for them looking at life through a screen and not being in the moment totally if youre doing that youre there right its weird i find it weird in beyonc berated one of her fans at a gig for filming you cant even sing because youre too busy taping beyonc told him im right in your face baby you gotta seize this moment put that damn camera down the debate around the presence of phones at live events is not restricted to music with sport fans equally vocal on the subject recently dutch fans at psv eindhoven launched a vehement protest against the introduction of wifi in their stadium holding up banners with messages like no wifi support the team you can sit at home and stand united while manchester united have also told fans to leave their large electronic devices at home prohibiting filming on tablets this season jarvis cocker has previously criticized phone wielders in the audience for driving him insane at concerts adding it seems stupid to have something happening in front of you and look at it on a screen thats smaller than the size of a cigarette packet johnny marr said in that it meant that fans missed out on the sensory experience of live music in their desperation to document the event for later to stand and just be looking at it through your phone is a completely wasted opportunity you know i dont mean to be unkind but i think you should put your phone down because youre just being an idiot really just enjoy the gig he said thats one of the things about gigs its taking in whats going on with the people around you and watching it on a little screen its a waste of time the yeah yeah yeahs resorted to putting up a sign at one of their venues pleading with fans to pocket their technology it read please do not watch the show through a screen on your smart devicecamera put it away as a courtesy to the person behind you and to the band it has even filtered into the world of classical music with one of the worlds leading pianists surprising concertgoers in june when he stormed off stage because a fan was filming his performance on a smartphone krystian zimerman returned moments later and declared the destruction of music because of youtube is enormous but sam watt of vyclone a phone app that encourages audiences to film at concerts and then brings together the footage to create a crowdsourced video of the event said that such artists were fighting a losing battle and that filming at concerts enhanced rather than detracted from the experience fans filming is now part of the concert experience that is a just a fact so we take that footage that people are filming at concerts through the app they upload it onto the app and then it comes back to them mixed together with everybody else who was filming you end up with really fantastic content he said our overall thinking is that filming at concerts adds to the experience rather than taking away from it and i think if kate bush came round for a cup of tea we could have a really interesting discussion about this and we might be able to win her round he added knowing that people are going to film and want those memories is really important because it is probably going to hit them on the head in the future if they say to everyone they cant film youve got to embrace it,adv,WNL Kate Bush
the last time she performed we did not have mobile phones now years later as she performs again singer kate bush sees a very different world these days most concerts are now lit up with phones and tablets but bush does not want her fans to watch her shows through a screen in august before her concerts at the hammersmith apollo in london bush asked her fans to put down their mobile phones at her gigs bush wrote on her website i have a request for all of you who are coming to the shows we have chosen a theatre not a large venue or stadium please do not take photos or videos during the shows i very much want to have contact with you as an audience not with iphones ipads or cameras bush is not the first singer or musician to say she doesnt like phones at concerts roger daltrey from the who recently said it was weird that people looked at their screen and not the artist on stage he said i feel sorry for them i really feel sorry for them looking at life through a screen and not being in the moment totally if youre doing that youre there right its weird in beyonc told a fan you cant even sing because youre too busy filming put that damn camera down recently dutch football fans at psv eindhoven protested against the introduction of wifi in their stadium they held up banners that said no wifi support the team and you can sit at home manchester united have also told fans to leave their large electronic devices at home singer jarvis cocker said it seems stupid to have something happening in front of you and look at it on a screen thats smaller than a cigarette packet even in the world of classical music one of the worlds top pianists surprised the audience in june when he left the stage because a fan was filming his performance on a smartphone krystian zimerman returned moments later and said the destruction of music because of youtube is enormous but sam watt says that filming at concerts makes the experience even better he works for vyclone a phone app that puts together many videos uploaded by fans to create one long video of a show fans filming is now part of the concert experience that is a just a fact we take the videos that people are filming at concerts and mix them together with everybody else who was filming the result is a really fantastic video he said we think that filming at concerts adds to the experience and i think that if kate bush came round for a cup of tea we could have a really interesting discussion about this he added people are going to film and they want those memories youve got to accept itn n,ele,WNL Kate Bush
the last time she went on stage the mobile phone was having its first trials thirtyfive years later as she performs once again singer kate bush is faced with a different worldn while most concerts are now aglow with phones and tablets bush does not want her fans watching her shows through a screenn before her highly anticipated series of concerts at the hammersmith apollo in london bush released a statement asking her fans to put down their mobile phones at her gigsn bush wrote on her website i have a request for all of you who are coming to the shows we have purposefully chosen an intimate theatre setting rather than a large venue or stadium it would mean a great deal to me if you would please refrain from taking photos or filming during the showsn i very much want to have contact with you as an audience not with iphones ipads or cameras i know its a lot to ask but it would allow us to all share in the experience togethern with her love of theatrics and opulent costumes bushs keenness to stop fans uploading footage to youtube could also be an attempt to keep the show a surprise for the thousands of fans who have bought tickets for the dates she is playingn bush is not the first singer or musician to speak out against the effect of phones at concerts the who front man roger daltrey recently said it was weird that people did not have their mind on the show when they had gone to a performance and were concentrating on staring at the screen rather than the artist on stagen he said i feel sorry for them i really feel sorry for them looking at life through a screen and not being in the moment totally if youre doing that youre there right its weird i find it weirdn in beyonc berated one her fans at a gig for filming you cant even sing because youre too busy filming beyonc told him you gotta seize this moment put that damn camera downn the debate around phones at live events is not restricted to music recently dutch football fans at psv eindhoven protested against the introduction of wifi in their stadium holding up banners with messages like no wifi support the team you can sit at home and stand united while manchester united have also told fans to leave their large electronic devices at homen jarvis cocker has also criticized fans with phones in the audience he says they drive him insane at concerts adding it seems stupid to have something happening in front of you and look at it on a screen thats smaller than a cigarette packetn johnny marr said in that it meant that fans missed out on the sensory experience of live music in their desperation to film the event for latern to stand and just be looking at it through your phone is a completely wasted opportunity you know i dont mean to be unkind but i think you should put your phone down because youre just being an idiot really just enjoy the gig he saidn even in the world of classical music one of the worlds leading pianists surprised concertgoers in june when he stormed off stage because a fan was filming his performance on a smartphone krystian zimerman returned moments later and said the destruction of music because of youtube is enormousn but sam watt of vyclone a phone app that encourages audiences to film at concerts and then brings together the footage to create a crowdsourced video of the event said that filming at concerts enhanced the experiencen fans filming is now part of the concert experience that is a just a fact so we take the footage that people are filming at concerts and then it comes back to them mixed together with everybody else who was filming you end up with really fantastic content he saidn our thinking is that filming at concerts adds to the experience rather than taking away from it and i think if kate bush came round for a cup of tea we could have a really interesting discussion about this he added knowing that people are going to film and want those memories is really important youve got to embrace itn n n,in,WNL Kate Bush
cities dont often decide to pack their bags get up and move down the road but thats exactly what kiruna an arctic town in northern sweden is having to do to avoid being swallowed up into the earth its a dystopian choice says krister lindstedt of white the stockholmbased architects firm charged with the biblical task of moving this city of people away from a gigantic ironore mine that is fast gobbling up the ground beneath its streets either the mine must stop digging creating mass unemployment or the city has to move or else face certain destruction its an existential predicament founded in by the stateowned luossavaarakiirunavaara mining company lk kiruna has grown rich off the vast seam of iron ore below the town but its now facing destruction by the very phenomenon that created its wealth we are symbiotic the town is here because of the mine says deputy mayor niklas siren otherwise no devil would have built a city here located km inside the arctic circle kiruna is subject to a brutal climate enduring winters with no sunlight and average temperatures below c but the deep deposit of magnetite has proved a strong enough magnet to keep people here driven by the insatiable global appetite for construction the mine has become the worlds largest underground ironore extraction site producing of all the iron in europe enough to build more than six eiffel towers a day and demand continues to grow in the mining company broke it to the town that its days were numbered digging its shafts towards the city at an angle of degrees subsidence would soon lead to the widespread cracking and collapse of the towns buildings a decade on fissures are starting to appear in the ground creeping ever closer to the town the people of kiruna have been living in limbo for ten years says viktoria walldin a social anthropologist who works with the architects they have put their lives on hold unable to make major decisions like buying a house redecorating having a child or opening a business after years of dithering the city has finally unveiled a master plan for how it will proceed imagine it like a walking millipede of a city says lindstedt unrolling a plan that shows the towns streets and squares beginning to crawl eastwards along a new high street until the whole place has moved safely out of the way of the mine by a new town square is already under way km to the east with a circular town hall planned by danish architect henning larsen while key buildings have been identified to be dismantled and resurrected piece by piece in their new home like an ikea flatpack on a grand scale kirunas rustred wooden church built in in a form that recalls the indigenous sami teepees and once voted swedens most beautiful building will take pride of place in a new park while the cast iron bell tower will stand once again above the town hall but not everything will be saved i spoke to an old lady who walks past the bench every day where she had her first kiss says walldin its things like that the hospital where your first child was born for example that are important to peoples sense of identity and all thats going to disappear billed as the most democratic move in history the project has been allocated the equivalent of m by the mining company for building new facilities including a high school fire station community centre library and swimming hall but top of most peoples concerns is where they will actually live and what process will determine the housing allocation these details have yet to be determined admits lindstedt people are used to very low rents and very high incomes but in future this will have to change lk has agreed to compensate residents to the value of their homes plus but many locals say this is not enough to afford a newbuild house at market rates to aid the valuation process the architects have monitored the housing lettings in nearby cities over a period of years and tagged the homes in kiruna with the assets they possess from internal space and gardens to proximity to bus stops and the city centre they have also proposed a kiruna portal a kind of mass salvage yard where materials from the doomed homes can be brought and hopefully recycled in the construction of the new buildings although given that sweden has no tradition of selfbuild its hard to see this taking off a closer look at the plan shows the new town bears little relation to the original kiruna at all the current town is a sprawling suburban network of winding streets home to detached houses with gardens whites plan incorporates a much higherdensity arrangement of multistorey apartment blocks around shared courtyards lining straight boulevards down which the icy winds will surge it is an opportunity say the architects for kiruna to reinvent itself into a model of sustainable development attracting young people who wouldnt have stayed in the town before with new cultural facilities and visionary things such as a cable car bobbing above the high street but it is a vision that many of the existing residents seem unlikely to be able to afford n,adv,WNL Kiruna
cities dont often move but thats exactly what kiruna an arctic town in northern sweden has to do it has to move or the earth will swallow it upn its a terrible choice says krister lindstedt who works for the swedish architect company that is moving the city they will move this city of people away from a gigantic ironore mine that is swallowing up the ground beneath its streets either the mine must stop digging and then there will be no jobs or the city has to moven kiruna was founded in by the stateowned luossavaarakiirunavaara mining company lk the city became rich thanks to the very large amount of iron ore that is below the town but the mine that made it rich is now going to destroy it the town is here because of the mine says deputy mayor niklas sirenn located km inside the arctic circle kiruna has a very difficult climate it has winters with no sunlight and average temperatures of c but the iron ore has kept people here kiruna is the worlds largest underground ironore mine it produces of all the iron in europe that is enough to build more than six eiffel towers every dayn in the mining company told the town that it would have to move underground digging would soon cause buildings to crack and collapse ten years later cracks are starting to appear in the ground nearer and nearer to the townn the people of kiruna have waited for ten years says viktoria walldin a social anthropologist whoworks with the architects they have put their lives on hold unable to make major decisions like buying a house redecorating having a child or opening a businessn at last the city finally has a plan lindstedt has a plan that shows the towns streets and squares beginning to move east along a new high street by the whole city will be far away from the minen they are already building a new town square km to the east with a circular town hall planned by danish architect henning larsen they will take apart and put together again other important buildings in their new home kirunas red wooden church was built in and once voted swedens most beautiful building it will be in the centre of a new park but they will not save everythingn i spoke to an old lady who walks past the bench every day where she had her first kiss says walldin its things like that the hospital where your first child was born for example that are important to people and all thats going to disappearn the project will get million from the mining company to build new buildings including a high school fire station community centre library and swimming hall but most people worry about where they will live and how they will get a house or flatn people here pay very low rents and have very high incomes but in future this will change says lindstedt lk has agreed to pay the people of kiruna the value of their homes plus but many people say this is not enough to buy a new housen if you look more closely the plan shows that the new town does not look like the old kiruna at all the old town has detached houses with gardens the white architects plan shows multistorey apartment blocks around shared courtyards in long straight streetsn it is an opportunity say the architects for kiruna to become a town that will attract young people there will be new cultural places and wonderful things such as a cable car above the high street but many of the people in kiruna will probably not have enough money to live theren n,ele,WNL Kiruna
cities dont often decide to pack their bags get up and move down the road but thats exactly what kiruna an arctic town in northern sweden has to do to avoid being swallowed up into the earthn its a terrible choice says krister lindstedt of white the swedish architects company that is managing the biblical task they have to move this city of people away from a gigantic ironore mine that is fast swallowing up the ground beneath its streets either the mine must stop digging creating mass unemployment or the city has to moven founded in by the stateowned luossavaarakiirunavaara mining company lk kiruna has grown rich off the vast amount of iron ore that is below the town but its now facing destruction by exactly the thing that made it rich the town is here because of the mine says deputy mayor niklas siren otherwise no one would have built a city heren located km inside the arctic circle kiruna has a brutal climate it has winters with no sunlight and average temperatures below c but the iron ore has kept people here it has become the worlds largest underground ironore mine it produces of all the iron in europe enough to build more than six eiffel towers a day and demand continues to grown in the mining company told the town that its days were numbered digging its shafts towards the city at an angle of degrees subsidence would soon lead to buildings cracking and collapsing ten years later cracks are starting to appear in the ground and they are creeping closer and closer to the townn the people of kiruna have been living in limbo for ten years says viktoria walldin a social anthropologist who works with the architects they have put their lives on hold unable to make major decisions like buying a house redecorating having a child or opening a businessn after years of dithering the city finally has a plan for how it will proceed lindstedt has a plan that shows the towns streets and squares beginning to crawl eastwards along a new high street until the whole place has moved safely away from the mine by a new town square is already being built km to the east with a circular town hall planned by danish architect henning larsen twenty other key buildings will be dismantled and put together piece by piece in their new home like an ikea flatpack on a bigger scale kirunas red wooden church built in and once voted swedens most beautiful building will take pride of place in a new park and the bell tower will stand once again above the town hall but not everything will be savedn i spoke to an old lady who walks past the bench every day where she had her first kiss says walldin its things like that the hospital where your first child was born for example that are important to people and all thats going to disappearn called the most democratic move in history the project will get m from the mining company for building new facilities including a high school fire station community centre library and swimming hall but the biggest worry for most people is where they will actually live and how they will get a house or flatn people are used to very low rents and very high incomes but in future this will have to change says lindstedt lk has agreed to compensate residents to the value of their homes plus but many locals say this is not enough to afford a newbuild housen a closer look at the plan shows the new town does not look like the original kiruna at all the current town has winding streets and detached houses with gardens whites plan has multistorey apartment blocks around shared courtyards in long straight streetsn it is an opportunity say the architects for kiruna to reinvent itself into a town that will attract young people there will be new cultural facilities and visionary things such as a cable car above the high street but it is a vision that many of the existing residents will probably not be able to affordn n,in,WNL Kiruna
legos profits rose strongly in the first half of helped by the success of its lego movie which has stormed box offices in the us and uk the danish toy firms sales rose across europe the americas and asia as children snapped up products linked to the film the film released in february took more than m in the us and m in the uk by the first weekend in april the movie cost about m to make and has been described as a nearflawless piece of content marketing by creating entertaining content aimed at consumers who are likely to go out and buy the companys products legos finance director john goodwin said the strong performance of the lego movie products had a positive effect during the first half of and it remains to be seen how the line will continue to develop behind the highly anticipated launch of the movie on dvd in the second half of operating profit for the first six months of legos financial year increased by to m sales rose by to more than three times the figure six years before jrgen vig knudstorp legos chief executive said it is a very satisfactory result that shows our significant growth in recent years in a tough economic environment the result for the first half of is an outcome of our ability to develop launch and distribute lego products which children all over the world put at the top of their wishlists lego based in the small town of billund started producing its plastic bricks in and became a staple childrens toy around the world by the s but the group lost its way and was on the brink of collapse in knudstrop took over as chief executive ending years of family rule and ditched hundreds of surplus products to refocus the business on its trademark bricks the company opened its first factory in china in april and opened an office in shanghai to spearhead expansion in the worlds second biggest economy,adv,WNL Lego movie
legos profits rose strongly in the first half of helped by the success of its lego movie in the us and ukn the danish toy company sold a lot more products in europe north and south america and asiaas children bought products linked to the filmn the film took more than million in the us and million in the uk between february and april the movie cost about million to make it is entertaining and aimed at people who are likely to buy the companys productsn legos finance director john goodwin said that the lego movie products had a positive effect on profits during the first half of they are now waiting to see what will happen after the movie comes out on dvd in the second half of jrgen vig knudstorp legos chief executive said that lego were very happy that they have sold more products in the first half of he said this was a result of legos ability to develop launch and distribute lego products which children all over the world put at the top of their wishlistsn lego based in the small town of billund in denmark started producing its plastic bricks in and became a popular and wellknown childrens toy around the world by the sn in the company nearly collapsed then knudstrop became legos new chief executive he got rid of hundreds of products and then refocused the business on its bricksn the company opened its first factory in china in april n,ele,WNL Lego movie
legos profits rose strongly in the first half of helped by the success of its lego movie which has stormed box offices in the us and ukn the danish toy firms sales rose across europe the americas and asia as children bought products linked to the film the film released in february took more than m in the us and m in the uk by the first weekend in apriln the movie cost about m to make and has been described as an almost perfect piece of marketing it is entertaining and aimed at consumers who are likely to go out and buy the companys productsn legos finance director john goodwin said that the lego movie products had a positive effect on profits during the first half of they are now waiting to see how the products will continue to develop after the launch of the movie on dvd in the second half of jrgen vig knudstorp legos chief executive said it is a very satisfactory result that shows our significant growth in recent years in a tough economic environment the result for the first half of is an outcome of our ability to develop launch and distribute lego products which children all over the world put at the top of their wishlistsn lego based in the small town of billund started producing its plastic bricks in and became a popular and wellknown childrens toy around the world by the s but the group lost its way and was on the brink of collapse in knudstrop took over as chief executive ending years of family rule and got rid of hundreds of surplus products he then refocused the business on its bricksn the company opened its first factory in china in april and opened an office in shanghai to start expansion into the worlds secondbiggest economyn n,in,WNL Lego movie
loneliness has finally become a hot topic the office for national statistics has found britain to be the loneliest country in europe british people are less likely to have strong friendships or know their neighbours than residents anywhere else in the eu and a relatively high proportion of them have no one to rely on in a crisis meanwhile research by professor john cacioppo at the university of chicago has found loneliness to be twice as bad for older peoples health as obesity and almost as great a cause of death as poverty but shocking as this is such studies overlook the loneliness epidemic among younger adults in the mental health foundation found loneliness to be a greater concern among young people than the elderly the to yearolds surveyed were more likely to feel lonely often to worry about feeling alone and to feel depressed because of loneliness than the overs loneliness is a recognized problem among the elderly there are day centres and charities to help them says sam challis an information manager at the mental health charity mind but when young people reach theyre too old for youth services this is problematic because of the close relationship between loneliness and mental health it is linked to increased stress depression paranoia anxiety addiction cognitive decline and is a known factor in suicide in a new essay paul farmer the chief executive of mind and jenny edwards the chief executive of the mental health foundation say it can be both a cause and effect of mental health problems but what can young people do to combat loneliness dr grant blank a survey research fellow at the oxford internet institute points out that social media and the internet can be a boon and a problem they are beneficial when they enable us to communicate with distant loved ones but not when they replace facetoface contact people present an idealized version of themselves online and we expect to have social lives like those portrayed in the media says challis comparing friends seemingly perfect lives with ours can lead us to withdraw socially while meditation techniques and apps such as headspace are trendy solutions frequently recommended for a range of mental health problems theyre not necessarily helpful for loneliness as they actively encourage us to dwell alone on our thoughts youd be better off addressing the underlying causes of being lonely first whats stopping you going out and seeing people asks challis indeed a study of social media at the university of michigan in found that while facebook reduces life satisfaction using technology to help you meet new people can be beneficial and if for whatever reason you are unable to venture outside the internet can bring solace mumsnet has been an absolute godsend for maddy matthews a student with a twomonthold daughter since the birth she rarely sees her university friends and her partner works most evenings in the first few days i was up late at night feeding her and i was worried i was doing something wrong being able to post on mumsnet has helped me feel less alone helplines can also reduce loneliness at least in the short term one in four men who call the emotional support charity samaritans mention loneliness or isolation and get connected is a free confidential helpline for young people where they can seek help with emotional and mental health issues often linked to loneliness there are also support services on websites such as minds that can remind you youre not alone at work it can be beneficial to tell your employer how youre feeling john binns who advises businesses on mental health and wellbeing was admitted to hospital for stressrelated depression in and took two months off work he felt as if there was no one to talk to and he wasnt close enough to colleagues for them to notice the changes in his behaviour greater openness with his employer and colleagues made his return to work easier often people find that colleagues are more supportive than theyd expected mine started to reach out asking me to lunch and reassuring me that the world hadnt moved on that much since id left office chitchat may seem like a waste of time but it helps to cushion us from the emotional and psychological effects of work strain if you form connections with your team you might be stressed but not isolated says rick hughes the british association for counselling and psychotherapys bacp lead adviser for the workplace we treat the networks we have as incidental but theyre fundamental to our wellbeing says nicky forsythe a psychotherapist and the founder of talk for health a social enterprise that trains people to give and receive peer support in groups the most important thing is to have a regular time and place to reflect on your life and to have an empathetic listener for developing personal skills such as empathy counselling can help the bacp website allows you to search for counsellors in your area a problem aired is a problem shared and sometimes you need to talk to someone impartial and independent of your friends and family says hughes most universities offer students such counselling and many run group sessions that specifically address loneliness if recent research is to be believed loneliness is killing the elderly and with an ageing population we should aim to reduce our isolation before it is too late getting older doesnt have to mean getting lonelier says ruth sutherland the chief executive of the relationship counselling service relate in a new report but much of this rests on laying the foundations to goodquality relationships earlier in life,adv,WNL Loneliness
people are talking a lot about loneliness at the moment the office for national statistics says that britain is the loneliest place in europe british people have fewer strong friendships than other europeans and they know their neighbours less well research at the university of chicago has found that loneliness is twice as bad for older peoples health as obesity they also found that loneliness causes almost as many deaths as povertyn this is shocking but these studies do not talk about loneliness in younger adults in a mental health foundation survey found that loneliness was a bigger worry for young people than for the elderly the to yearolds in the survey felt lonely more often worried more about feeling alone and felt more depressed because of loneliness than people over we know that loneliness is a problem for the elderly and there are day centres and charities to help them says sam challis of the mental health charity mind but young people over are too old for youth services this is not good because loneliness can cause mental health problems loneliness causes stress depression paranoia anxiety addiction and it can cause suiciden but what can young people do to prevent loneliness one researcher says that social media and the internet can be both a good thing and a problem they are a good thing when they allow us to communicate with friends and family far away but not when they replace facetoface contact people present perfect versions of themselves online and we expect to have social lives like the lives we see in the media says challis if we compare the perfect lives of our friends with our own lives this can make us want to stay at home alonen a study of social media at the university of michigan in found that using technology to help you meet new people can be a good thing and if you cant go out the internet can help youn for example mumsnet an online network for parents can help you feel less alone when you are at home with young childrenn helplines can also reduce loneliness at least in the short term one in four of men who call the emotional support charity samaritans say they are lonely get connected is a free helpline for young people where they can get help with emotional and mental health problems caused by lonelinessn at work it can be a good idea to tell your employer how youre feeling talking to your colleagues may seem like a waste of time but it can help to protect us from the emotional and psychological problems caused by working too hardn according to recent research loneliness is killing the elderly and with an ageing population we should try to reduce our isolation before it is too late getting older doesnt have to mean getting lonelier says ruth sutherland the chief executive of the relationship counselling service relate but it is very important to create good quality relationships earlier in lifen,ele,WNL Loneliness
loneliness has finally become a hot topic the office for national statistics has found britain to be the loneliest place in europe british people are less likely to have strong friendships or know their neighbours than people anywhere else in the european union and research at the university of chicago has found that loneliness is twice as bad for older peoples health as obesity and almost as great a cause of death as povertyn this is shocking but such studies do not examine the loneliness epidemic among younger adults in the mental health foundation found that loneliness was a greater concern among young people than among the elderly the to yearolds surveyed were more likely to feel lonely often to worry about feeling alone and to feel depressed because of loneliness than the oversn loneliness is a recognized problem among the elderly and there are day centres and charities to help them says sam challis of the mental health charity mind but when young people reach theyre too old for youth services this is problematic because of the close relationship between loneliness and mental health it is linked to increased stress depression paranoia anxiety addiction and it is a known cause of suiciden but what can young people do to prevent loneliness one researcher at the oxford internet institute points out that social media and the internet can be both a good thing and a problem they are beneficial when they enable us to communicate with distant loved ones but not when they replace facetoface contact people present an idealized version of themselves online and we expect to have social lives like those we see in the media says challis comparing the perfect lives of our friends with our own lives can lead us to withdraw sociallyn meditation techniques and apps such as headspace are trendy solutions frequently recommended for a range of mental health problems but theyre not necessarily helpful for loneliness as they actively encourage us to be alone with our thoughts it is better to address the causes of your loneliness first whats stopping you going out and seeing people says challisn indeed a study of social media at the university of michigan in found that using technology to help you meet new people can be beneficial and if you are unable to go out for some reason the internet can help you for example mumsnet an online network for parents can help you feel less alone when bringing up young childrenn helplines can also reduce loneliness at least in the short term one in four men who call the emotional support charity samaritans mention loneliness or isolation and get connected is a free confidential helpline for young people where they can get help with emotional and mental health problems often linked to loneliness there are also support services on websites such as minds that can remind you youre not alonen at work it can be beneficial to tell your employer how youre feeling john binns advises businesses on mental health and wellbeing he was admitted to hospital for stressrelated depression in and took two months off work he felt as if there was no one to talk to and wasnt close enough to colleagues for them to notice the changes in his behaviour more openness with his employer and colleagues made his return to work easier office chitchat may seem like a waste of time but it helps to protect us from the emotional and psychological effects of work strainn we treat the networks we have as incidental but theyre fundamental to our wellbeing says nicky forsythe a psychotherapist and the founder of talk for health an organization that trains people to give and receive support in groups the most important thing is to have a regular time and place to reflect on your life and to have an empathetic listenern if we believe recent research loneliness is killing the elderly and with an ageing population we should aim to reduce our isolation before it is too late getting older doesnt have to mean getting lonelier says ruth sutherland the chief executive of the relationship counselling service relate but it is very important to lay the foundations to goodquality relationships earlier in lifen n,in,WNL Loneliness
